ccode,year,gender,age,age_group,broad_sector,formality,population
CIV,2017,Male,22,15-24,Services,Informal,247.0
CIV,2017,Male,22,15-24,Services,Formal,10.0
CIV,2017,Male,23,15-24,Services,Informal,235.0
CIV,2017,Male,23,15-24,Services,Formal,10.0
CIV,2017,Male,24,15-24,Services,Informal,226.0
CIV,2017,Male,24,15-24,Services,Formal,9.0
CIV,2018,Male,15,15-24,Services,Informal,676.0
CIV,2018,Male,15,15-24,Services,Formal,26.0
CIV,2018,Male,16,15-24,Services,Informal,664.0
CIV,2018,Male,16,15-24,Services,Formal,25.0
CIV,2018,Male,17,15-24,Services,Informal,646.0
CIV,2018,Male,17,15-24,Services,Formal,25.0
CIV,2018,Male,18,15-24,Services,Informal,624.0
CIV,2018,Male,18,15-24,Services,Formal,24.0
CIV,2018,Male,19,15-24,Services,Informal,597.0
CIV,2018,Male,19,15-24,Services,Formal,23.0
CIV,2018,Male,20,15-24,Services,Informal,571.0
CIV,2018,Male,20,15-24,Services,Formal,22.0
CIV,2018,Male,21,15-24,Services,Informal,545.0
CIV,2018,Male,21,15-24,Services,Formal,21.0
CIV,2018,Male,22,15-24,Services,Informal,519.0
CIV,2018,Male,22,15-24,Services,Formal,20.0
CIV,2018,Male,23,15-24,Services,Informal,497.0
CIV,2018,Male,23,15-24,Services,Formal,19.0
CIV,2018,Male,24,15-24,Services,Informal,476.0
CIV,2018,Male,24,15-24,Services,Formal,18.0
CIV,2019,Male,15,15-24,Services,Informal,895.0
CIV,2019,Male,15,15-24,Services,Formal,31.0
CIV,2019,Male,16,15-24,Services,Informal,876.0
CIV,2019,Male,16,15-24,Services,Formal,31.0
CIV,2019,Male,17,15-24,Services,Informal,854.0
CIV,2019,Male,17,15-24,Services,Formal,30.0
CIV,2019,Male,18,15-24,Services,Informal,825.0
CIV,2019,Male,18,15-24,Services,Formal,29.0
CIV,2019,Male,19,15-24,Services,Informal,792.0
CIV,2019,Male,19,15-24,Services,Formal,28.0
CIV,2019,Male,20,15-24,Services,Informal,759.0
CIV,2019,Male,20,15-24,Services,Formal,27.0
CIV,2019,Male,21,15-24,Services,Informal,728.0
CIV,2019,Male,21,15-24,Services,Formal,25.0
CIV,2019,Male,22,15-24,Services,Informal,697.0
CIV,2019,Male,22,15-24,Services,Formal,24.0
CIV,2019,Male,23,15-24,Services,Informal,667.0
CIV,2019,Male,23,15-24,Services,Formal,23.0
CIV,2019,Male,24,15-24,Services,Informal,640.0
CIV,2019,Male,24,15-24,Services,Formal,22.0
CIV,2020,Male,15,15-24,Services,Informal,957.0
CIV,2020,Male,15,15-24,Services,Formal,42.0
CIV,2020,Male,16,15-24,Services,Informal,934.0
CIV,2020,Male,16,15-24,Services,Formal,41.0
CIV,2020,Male,17,15-24,Services,Informal,909.0
CIV,2020,Male,17,15-24,Services,Formal,40.0
CIV,2020,Male,18,15-24,Services,Informal,879.0
CIV,2020,Male,18,15-24,Services,Formal,38.0
CIV,2020,Male,19,15-24,Services,Informal,847.0
CIV,2020,Male,19,15-24,Services,Formal,37.0
CIV,2020,Male,20,15-24,Services,Informal,815.0
CIV,2020,Male,20,15-24,Services,Formal,35.0
CIV,2020,Male,21,15-24,Services,Informal,782.0
CIV,2020,Male,21,15-24,Services,Formal,34.0
CIV,2020,Male,22,15-24,Services,Informal,750.0
CIV,2020,Male,22,15-24,Services,Formal,33.0
CIV,2020,Male,23,15-24,Services,Informal,721.0
CIV,2020,Male,23,15-24,Services,Formal,31.0
CIV,2020,Male,24,15-24,Services,Informal,693.0
CIV,2020,Male,24,15-24,Services,Formal,30.0
CIV,2021,Male,15,15-24,Services,Informal,985.0
CIV,2021,Male,15,15-24,Services,Formal,51.0
CIV,2021,Male,16,15-24,Services,Informal,963.0
CIV,2021,Male,16,15-24,Services,Formal,50.0
CIV,2021,Male,17,15-24,Services,Informal,938.0
CIV,2021,Male,17,15-24,Services,Formal,49.0
CIV,2021,Male,18,15-24,Services,Informal,910.0
CIV,2021,Male,18,15-24,Services,Formal,47.0
CIV,2021,Male,19,15-24,Services,Informal,879.0
CIV,2021,Male,19,15-24,Services,Formal,46.0
CIV,2021,Male,20,15-24,Services,Informal,849.0
CIV,2021,Male,20,15-24,Services,Formal,44.0
CIV,2021,Male,21,15-24,Services,Informal,818.0
CIV,2021,Male,21,15-24,Services,Formal,43.0
CIV,2021,Male,22,15-24,Services,Informal,787.0
CIV,2021,Male,22,15-24,Services,Formal,41.0
CIV,2021,Male,23,15-24,Services,Informal,756.0
CIV,2021,Male,23,15-24,Services,Formal,39.0
CIV,2021,Male,24,15-24,Services,Informal,724.0
CIV,2021,Male,24,15-24,Services,Formal,38.0
CIV,2022,Male,15,15-24,Services,Informal,1226.0
CIV,2022,Male,15,15-24,Services,Formal,74.0
CIV,2022,Male,16,15-24,Services,Informal,1200.0
CIV,2022,Male,16,15-24,Services,Formal,73.0
CIV,2022,Male,17,15-24,Services,Informal,1171.0
CIV,2022,Male,17,15-24,Services,Formal,71.0
CIV,2022,Male,18,15-24,Services,Informal,1139.0
CIV,2022,Male,18,15-24,Services,Formal,69.0
CIV,2022,Male,19,15-24,Services,Informal,1104.0
CIV,2022,Male,19,15-24,Services,Formal,67.0
CIV,2022,Male,20,15-24,Services,Informal,1069.0
CIV,2022,Male,20,15-24,Services,Formal,65.0
CIV,2022,Male,21,15-24,Services,Informal,1033.0
CIV,2022,Male,21,15-24,Services,Formal,63.0
CIV,2022,Male,22,15-24,Services,Informal,996.0
CIV,2022,Male,22,15-24,Services,Formal,61.0
CIV,2022,Male,23,15-24,Services,Informal,958.0
CIV,2022,Male,23,15-24,Services,Formal,58.0
CIV,2022,Male,24,15-24,Services,Informal,917.0
CIV,2022,Male,24,15-24,Services,Formal,56.0
CIV,2023,Male,15,15-24,Services,Informal,664.0
CIV,2023,Male,15,15-24,Services,Formal,63.0
CIV,2023,Male,16,15-24,Services,Informal,650.0
CIV,2023,Male,16,15-24,Services,Formal,62.0
CIV,2023,Male,17,15-24,Services,Informal,636.0
CIV,2023,Male,17,15-24,Services,Formal,60.0
CIV,2023,Male,18,15-24,Services,Informal,619.0
CIV,2023,Male,18,15-24,Services,Formal,59.0
CIV,2023,Male,19,15-24,Services,Informal,602.0
CIV,2023,Male,19,15-24,Services,Formal,57.0
CIV,2023,Male,20,15-24,Services,Informal,584.0
CIV,2023,Male,20,15-24,Services,Formal,56.0
CIV,2023,Male,21,15-24,Services,Informal,566.0
CIV,2023,Male,21,15-24,Services,Formal,54.0
CIV,2023,Male,22,15-24,Services,Informal,548.0
CIV,2023,Male,22,15-24,Services,Formal,52.0
CIV,2023,Male,23,15-24,Services,Informal,527.0
CIV,2023,Male,23,15-24,Services,Formal,50.0
CIV,2023,Male,24,15-24,Services,Informal,505.0
CIV,2023,Male,24,15-24,Services,Formal,48.0
CIV,2024,Male,15,15-24,Services,Informal,376.0
CIV,2024,Male,15,15-24,Services,Formal,25.0
CIV,2024,Male,16,15-24,Services,Informal,369.0
CIV,2024,Male,16,15-24,Services,Formal,24.0
CIV,2024,Male,17,15-24,Services,Informal,360.0
CIV,2024,Male,17,15-24,Services,Formal,24.0
CIV,2024,Male,18,15-24,Services,Informal,352.0
CIV,2024,Male,18,15-24,Services,Formal,23.0
CIV,2024,Male,19,15-24,Services,Informal,342.0
CIV,2024,Male,19,15-24,Services,Formal,23.0
CIV,2024,Male,20,15-24,Services,Informal,333.0
CIV,2024,Male,20,15-24,Services,Formal,22.0
CIV,2024,Male,21,15-24,Services,Informal,324.0
CIV,2024,Male,21,15-24,Services,Formal,21.0
CIV,2024,Male,22,15-24,Services,Informal,313.0
CIV,2024,Male,22,15-24,Services,Formal,21.0
CIV,2024,Male,23,15-24,Services,Informal,302.0
CIV,2024,Male,23,15-24,Services,Formal,20.0
CIV,2024,Male,24,15-24,Services,Informal,290.0
CIV,2024,Male,24,15-24,Services,Formal,19.0
CIV,2025,Male,15,15-24,Services,Informal,405.0
CIV,2025,Male,15,15-24,Services,Formal,8.0
CIV,2025,Male,16,15-24,Services,Informal,397.0
CIV,2025,Male,16,15-24,Services,Formal,8.0
CIV,2025,Male,17,15-24,Services,Informal,388.0
CIV,2025,Male,17,15-24,Services,Formal,8.0
CIV,2025,Male,18,15-24,Services,Informal,380.0
CIV,2025,Male,18,15-24,Services,Formal,7.0
CIV,2025,Male,19,15-24,Services,Informal,371.0
CIV,2025,Male,19,15-24,Services,Formal,7.0
CIV,2025,Male,20,15-24,Services,Informal,361.0
CIV,2025,Male,20,15-24,Services,Formal,7.0
CIV,2025,Male,21,15-24,Services,Informal,351.0
CIV,2025,Male,21,15-24,Services,Formal,7.0
CIV,2025,Male,22,15-24,Services,Informal,341.0
CIV,2025,Male,22,15-24,Services,Formal,7.0
CIV,2025,Male,23,15-24,Services,Informal,330.0
CIV,2025,Male,23,15-24,Services,Formal,6.0
CIV,2025,Male,24,15-24,Services,Informal,317.0
CIV,2025,Male,24,15-24,Services,Formal,6.0
CIV,2015,Male,15,15-24,Industry,Informal,4714.0
CIV,2015,Male,15,15-24,Industry,Formal,19.0
CIV,2015,Male,16,15-24,Industry,Informal,4610.0
CIV,2015,Male,16,15-24,Industry,Formal,19.0
CIV,2015,Male,17,15-24,Industry,Informal,4472.0
CIV,2015,Male,17,15-24,Industry,Formal,18.0
CIV,2015,Male,18,15-24,Industry,Informal,4285.0
CIV,2015,Male,18,15-24,Industry,Formal,18.0
CIV,2015,Male,19,15-24,Industry,Informal,4068.0
CIV,2015,Male,19,15-24,Industry,Formal,17.0
CIV,2015,Male,20,15-24,Industry,Informal,3853.0
CIV,2015,Male,20,15-24,Industry,Formal,16.0
CIV,2015,Male,21,15-24,Industry,Informal,3635.0
CIV,2015,Male,21,15-24,Industry,Formal,15.0
CIV,2015,Male,22,15-24,Industry,Informal,3435.0
CIV,2015,Male,22,15-24,Industry,Formal,14.0
CIV,2015,Male,23,15-24,Industry,Informal,3268.0
CIV,2015,Male,23,15-24,Industry,Formal,13.0
CIV,2015,Male,24,15-24,Industry,Informal,3123.0
CIV,2015,Male,24,15-24,Industry,Formal,13.0
CIV,2016,Male,15,15-24,Industry,Informal,4268.0
CIV,2016,Male,15,15-24,Industry,Formal,4.0
CIV,2016,Male,16,15-24,Industry,Informal,4183.0
CIV,2016,Male,16,15-24,Industry,Formal,4.0
CIV,2016,Male,17,15-24,Industry,Informal,4068.0
CIV,2016,Male,17,15-24,Industry,Formal,4.0
CIV,2016,Male,18,15-24,Industry,Informal,3907.0
CIV,2016,Male,18,15-24,Industry,Formal,4.0
CIV,2016,Male,19,15-24,Industry,Informal,3718.0
CIV,2016,Male,19,15-24,Industry,Formal,3.0
CIV,2016,Male,20,15-24,Industry,Informal,3532.0
CIV,2016,Male,20,15-24,Industry,Formal,3.0
CIV,2016,Male,21,15-24,Industry,Informal,3342.0
CIV,2016,Male,21,15-24,Industry,Formal,3.0
CIV,2016,Male,22,15-24,Industry,Informal,3166.0
CIV,2016,Male,22,15-24,Industry,Formal,3.0
CIV,2016,Male,23,15-24,Industry,Informal,3016.0
CIV,2016,Male,23,15-24,Industry,Formal,3.0
CIV,2016,Male,24,15-24,Industry,Informal,2884.0
CIV,2016,Male,24,15-24,Industry,Formal,3.0
CIV,2017,Male,15,15-24,Industry,Informal,4547.0
CIV,2017,Male,15,15-24,Industry,Formal,65.0
CIV,2017,Male,16,15-24,Industry,Informal,4462.0
CIV,2017,Male,16,15-24,Industry,Formal,64.0
CIV,2017,Male,17,15-24,Industry,Informal,4346.0
CIV,2017,Male,17,15-24,Industry,Formal,62.0
CIV,2017,Male,18,15-24,Industry,Informal,4184.0
CIV,2017,Male,18,15-24,Industry,Formal,60.0
CIV,2017,Male,19,15-24,Industry,Informal,3993.0
CIV,2017,Male,19,15-24,Industry,Formal,57.0
CIV,2017,Male,20,15-24,Industry,Informal,3805.0
CIV,2017,Male,20,15-24,Industry,Formal,54.0
CIV,2017,Male,21,15-24,Industry,Informal,3614.0
CIV,2017,Male,21,15-24,Industry,Formal,52.0
CIV,2017,Male,22,15-24,Industry,Informal,3436.0
CIV,2017,Male,22,15-24,Industry,Formal,49.0
CIV,2017,Male,23,15-24,Industry,Informal,3278.0
CIV,2017,Male,23,15-24,Industry,Formal,47.0
CIV,2017,Male,24,15-24,Industry,Informal,3136.0
CIV,2017,Male,24,15-24,Industry,Formal,45.0
CIV,2018,Male,15,15-24,Industry,Informal,5702.0
CIV,2018,Male,15,15-24,Industry,Formal,139.0
CIV,2018,Male,16,15-24,Industry,Informal,5593.0
CIV,2018,Male,16,15-24,Industry,Formal,136.0
CIV,2018,Male,17,15-24,Industry,Informal,5450.0
CIV,2018,Male,17,15-24,Industry,Formal,133.0
CIV,2018,Male,18,15-24,Industry,Informal,5258.0
CIV,2018,Male,18,15-24,Industry,Formal,128.0
CIV,2018,Male,19,15-24,Industry,Informal,5033.0
CIV,2018,Male,19,15-24,Industry,Formal,123.0
CIV,2018,Male,20,15-24,Industry,Informal,4813.0
CIV,2018,Male,20,15-24,Industry,Formal,117.0
CIV,2018,Male,21,15-24,Industry,Informal,4591.0
CIV,2018,Male,21,15-24,Industry,Formal,112.0
CIV,2018,Male,22,15-24,Industry,Informal,4378.0
CIV,2018,Male,22,15-24,Industry,Formal,107.0
CIV,2018,Male,23,15-24,Industry,Informal,4186.0
CIV,2018,Male,23,15-24,Industry,Formal,102.0
CIV,2018,Male,24,15-24,Industry,Informal,4007.0
CIV,2018,Male,24,15-24,Industry,Formal,98.0
CIV,2019,Male,15,15-24,Industry,Informal,6959.0
CIV,2019,Male,15,15-24,Industry,Formal,241.0
CIV,2019,Male,16,15-24,Industry,Informal,6814.0
CIV,2019,Male,16,15-24,Industry,Formal,236.0
CIV,2019,Male,17,15-24,Industry,Informal,6638.0
CIV,2019,Male,17,15-24,Industry,Formal,230.0
CIV,2019,Male,18,15-24,Industry,Informal,6414.0
CIV,2019,Male,18,15-24,Industry,Formal,222.0
CIV,2019,Male,19,15-24,Industry,Informal,6159.0
CIV,2019,Male,19,15-24,Industry,Formal,213.0
CIV,2019,Male,20,15-24,Industry,Informal,5908.0
CIV,2019,Male,20,15-24,Industry,Formal,205.0
CIV,2019,Male,21,15-24,Industry,Informal,5656.0
CIV,2019,Male,21,15-24,Industry,Formal,196.0
CIV,2019,Male,22,15-24,Industry,Informal,5413.0
CIV,2019,Male,22,15-24,Industry,Formal,187.0
CIV,2019,Male,23,15-24,Industry,Informal,5185.0
CIV,2019,Male,23,15-24,Industry,Formal,180.0
CIV,2019,Male,24,15-24,Industry,Informal,4972.0
CIV,2019,Male,24,15-24,Industry,Formal,172.0
CIV,2020,Male,15,15-24,Industry,Informal,6941.0
CIV,2020,Male,15,15-24,Industry,Formal,214.0
CIV,2020,Male,16,15-24,Industry,Informal,6775.0
CIV,2020,Male,16,15-24,Industry,Formal,209.0
CIV,2020,Male,17,15-24,Industry,Informal,6589.0
CIV,2020,Male,17,15-24,Industry,Formal,203.0
CIV,2020,Male,18,15-24,Industry,Informal,6373.0
CIV,2020,Male,18,15-24,Industry,Formal,196.0
CIV,2020,Male,19,15-24,Industry,Informal,6137.0
CIV,2020,Male,19,15-24,Industry,Formal,189.0
CIV,2020,Male,20,15-24,Industry,Informal,5903.0
CIV,2020,Male,20,15-24,Industry,Formal,182.0
CIV,2020,Male,21,15-24,Industry,Informal,5667.0
CIV,2020,Male,21,15-24,Industry,Formal,175.0
CIV,2020,Male,22,15-24,Industry,Informal,5440.0
CIV,2020,Male,22,15-24,Industry,Formal,167.0
CIV,2020,Male,23,15-24,Industry,Informal,5224.0
CIV,2020,Male,23,15-24,Industry,Formal,161.0
CIV,2020,Male,24,15-24,Industry,Informal,5018.0
CIV,2020,Male,24,15-24,Industry,Formal,155.0
CIV,2021,Male,15,15-24,Industry,Informal,7323.0
CIV,2021,Male,15,15-24,Industry,Formal,198.0
CIV,2021,Male,16,15-24,Industry,Informal,7161.0
CIV,2021,Male,16,15-24,Industry,Formal,193.0
CIV,2021,Male,17,15-24,Industry,Informal,6980.0
CIV,2021,Male,17,15-24,Industry,Formal,188.0
CIV,2021,Male,18,15-24,Industry,Informal,6770.0
CIV,2021,Male,18,15-24,Industry,Formal,183.0
CIV,2021,Male,19,15-24,Industry,Informal,6542.0
CIV,2021,Male,19,15-24,Industry,Formal,176.0
CIV,2021,Male,20,15-24,Industry,Informal,6315.0
CIV,2021,Male,20,15-24,Industry,Formal,170.0
CIV,2021,Male,21,15-24,Industry,Informal,6088.0
CIV,2021,Male,21,15-24,Industry,Formal,164.0
CIV,2021,Male,22,15-24,Industry,Informal,5858.0
CIV,2021,Male,22,15-24,Industry,Formal,158.0
CIV,2021,Male,23,15-24,Industry,Informal,5624.0
CIV,2021,Male,23,15-24,Industry,Formal,152.0
CIV,2021,Male,24,15-24,Industry,Informal,5392.0
CIV,2021,Male,24,15-24,Industry,Formal,145.0
CIV,2022,Male,15,15-24,Industry,Informal,7667.0
CIV,2022,Male,15,15-24,Industry,Formal,178.0
CIV,2022,Male,16,15-24,Industry,Informal,7506.0
CIV,2022,Male,16,15-24,Industry,Formal,174.0
CIV,2022,Male,17,15-24,Industry,Informal,7328.0
CIV,2022,Male,17,15-24,Industry,Formal,170.0
CIV,2022,Male,18,15-24,Industry,Informal,7126.0
CIV,2022,Male,18,15-24,Industry,Formal,165.0
CIV,2022,Male,19,15-24,Industry,Informal,6906.0
CIV,2022,Male,19,15-24,Industry,Formal,160.0
CIV,2022,Male,20,15-24,Industry,Informal,6686.0
CIV,2022,Male,20,15-24,Industry,Formal,155.0
CIV,2022,Male,21,15-24,Industry,Informal,6467.0
CIV,2022,Male,21,15-24,Industry,Formal,150.0
CIV,2022,Male,22,15-24,Industry,Informal,6237.0
CIV,2022,Male,22,15-24,Industry,Formal,145.0
CIV,2022,Male,23,15-24,Industry,Informal,5993.0
CIV,2022,Male,23,15-24,Industry,Formal,139.0
CIV,2022,Male,24,15-24,Industry,Informal,5741.0
CIV,2022,Male,24,15-24,Industry,Formal,133.0
CIV,2023,Male,15,15-24,Industry,Informal,5021.0
CIV,2023,Male,15,15-24,Industry,Formal,394.0
CIV,2023,Male,16,15-24,Industry,Informal,4919.0
CIV,2023,Male,16,15-24,Industry,Formal,386.0
CIV,2023,Male,17,15-24,Industry,Informal,4809.0
CIV,2023,Male,17,15-24,Industry,Formal,377.0
CIV,2023,Male,18,15-24,Industry,Informal,4685.0
CIV,2023,Male,18,15-24,Industry,Formal,367.0
CIV,2023,Male,19,15-24,Industry,Informal,4552.0
CIV,2023,Male,19,15-24,Industry,Formal,357.0
CIV,2023,Male,20,15-24,Industry,Informal,4419.0
CIV,2023,Male,20,15-24,Industry,Formal,346.0
CIV,2023,Male,21,15-24,Industry,Informal,4285.0
CIV,2023,Male,21,15-24,Industry,Formal,336.0
CIV,2023,Male,22,15-24,Industry,Informal,4141.0
CIV,2023,Male,22,15-24,Industry,Formal,325.0
CIV,2023,Male,23,15-24,Industry,Informal,3984.0
CIV,2023,Male,23,15-24,Industry,Formal,312.0
CIV,2023,Male,24,15-24,Industry,Informal,3819.0
CIV,2023,Male,24,15-24,Industry,Formal,299.0
CIV,2024,Male,15,15-24,Industry,Informal,6210.0
CIV,2024,Male,15,15-24,Industry,Formal,273.0
CIV,2024,Male,16,15-24,Industry,Informal,6087.0
CIV,2024,Male,16,15-24,Industry,Formal,268.0
CIV,2024,Male,17,15-24,Industry,Informal,5956.0
CIV,2024,Male,17,15-24,Industry,Formal,262.0
CIV,2024,Male,18,15-24,Industry,Informal,5812.0
CIV,2024,Male,18,15-24,Industry,Formal,256.0
CIV,2024,Male,19,15-24,Industry,Informal,5658.0
CIV,2024,Male,19,15-24,Industry,Formal,249.0
CIV,2024,Male,20,15-24,Industry,Informal,5504.0
CIV,2024,Male,20,15-24,Industry,Formal,242.0
CIV,2024,Male,21,15-24,Industry,Informal,5350.0
CIV,2024,Male,21,15-24,Industry,Formal,235.0
CIV,2024,Male,22,15-24,Industry,Informal,5181.0
CIV,2024,Male,22,15-24,Industry,Formal,228.0
CIV,2024,Male,23,15-24,Industry,Informal,4992.0
CIV,2024,Male,23,15-24,Industry,Formal,220.0
CIV,2024,Male,24,15-24,Industry,Informal,4792.0
CIV,2024,Male,24,15-24,Industry,Formal,211.0
CIV,2025,Male,15,15-24,Industry,Informal,6746.0
CIV,2025,Male,15,15-24,Industry,Formal,69.0
CIV,2025,Male,16,15-24,Industry,Informal,6614.0
CIV,2025,Male,16,15-24,Industry,Formal,68.0
CIV,2025,Male,17,15-24,Industry,Informal,6476.0
CIV,2025,Male,17,15-24,Industry,Formal,66.0
CIV,2025,Male,18,15-24,Industry,Informal,6327.0
CIV,2025,Male,18,15-24,Industry,Formal,65.0
CIV,2025,Male,19,15-24,Industry,Informal,6171.0
CIV,2025,Male,19,15-24,Industry,Formal,63.0
CIV,2025,Male,20,15-24,Industry,Informal,6013.0
CIV,2025,Male,20,15-24,Industry,Formal,62.0
CIV,2025,Male,21,15-24,Industry,Informal,5855.0
CIV,2025,Male,21,15-24,Industry,Formal,60.0
CIV,2025,Male,22,15-24,Industry,Informal,5681.0
CIV,2025,Male,22,15-24,Industry,Formal,58.0
CIV,2025,Male,23,15-24,Industry,Informal,5485.0
CIV,2025,Male,23,15-24,Industry,Formal,56.0
CIV,2025,Male,24,15-24,Industry,Informal,5276.0
CIV,2025,Male,24,15-24,Industry,Formal,54.0
CIV,2015,Male,15,15-24,Services,Informal,750.0
CIV,2015,Male,15,15-24,Services,Formal,6.0
CIV,2015,Male,16,15-24,Services,Informal,733.0
CIV,2015,Male,16,15-24,Services,Formal,6.0
CIV,2015,Male,17,15-24,Services,Informal,711.0
CIV,2015,Male,17,15-24,Services,Formal,6.0
CIV,2015,Male,18,15-24,Services,Informal,681.0
CIV,2015,Male,18,15-24,Services,Formal,6.0
CIV,2015,Male,19,15-24,Services,Informal,646.0
CIV,2015,Male,19,15-24,Services,Formal,6.0
CIV,2015,Male,20,15-24,Services,Informal,613.0
CIV,2015,Male,20,15-24,Services,Formal,5.0
CIV,2015,Male,21,15-24,Services,Informal,578.0
CIV,2015,Male,21,15-24,Services,Formal,5.0
CIV,2015,Male,22,15-24,Services,Informal,546.0
CIV,2015,Male,22,15-24,Services,Formal,5.0
CIV,2015,Male,23,15-24,Services,Informal,520.0
CIV,2015,Male,23,15-24,Services,Formal,4.0
CIV,2015,Male,24,15-24,Services,Informal,497.0
CIV,2015,Male,24,15-24,Services,Formal,4.0
CIV,2016,Male,15,15-24,Services,Informal,618.0
CIV,2016,Male,15,15-24,Services,Formal,5.0
CIV,2016,Male,16,15-24,Services,Informal,606.0
CIV,2016,Male,16,15-24,Services,Formal,5.0
CIV,2016,Male,17,15-24,Services,Informal,589.0
CIV,2016,Male,17,15-24,Services,Formal,5.0
CIV,2016,Male,18,15-24,Services,Informal,566.0
CIV,2016,Male,18,15-24,Services,Formal,5.0
CIV,2016,Male,19,15-24,Services,Informal,539.0
CIV,2016,Male,19,15-24,Services,Formal,4.0
CIV,2016,Male,20,15-24,Services,Informal,512.0
CIV,2016,Male,20,15-24,Services,Formal,4.0
CIV,2016,Male,21,15-24,Services,Informal,484.0
CIV,2016,Male,21,15-24,Services,Formal,4.0
CIV,2016,Male,22,15-24,Services,Informal,458.0
CIV,2016,Male,22,15-24,Services,Formal,4.0
CIV,2016,Male,23,15-24,Services,Informal,438.0
CIV,2016,Male,23,15-24,Services,Formal,3.0
CIV,2016,Male,24,15-24,Services,Informal,418.0
CIV,2016,Male,24,15-24,Services,Formal,3.0
CIV,2017,Male,15,15-24,Services,Informal,1639.0
CIV,2017,Male,15,15-24,Services,Formal,67.0
CIV,2017,Male,16,15-24,Services,Informal,1608.0
CIV,2017,Male,16,15-24,Services,Formal,66.0
CIV,2017,Male,17,15-24,Services,Informal,1567.0
CIV,2017,Male,17,15-24,Services,Formal,64.0
CIV,2017,Male,18,15-24,Services,Informal,1508.0
CIV,2017,Male,18,15-24,Services,Formal,62.0
CIV,2017,Male,19,15-24,Services,Informal,1439.0
CIV,2017,Male,19,15-24,Services,Formal,59.0
CIV,2017,Male,20,15-24,Services,Informal,1372.0
CIV,2017,Male,20,15-24,Services,Formal,56.0
CIV,2017,Male,21,15-24,Services,Informal,1303.0
CIV,2017,Male,21,15-24,Services,Formal,53.0
CIV,2017,Male,22,15-24,Services,Informal,1238.0
CIV,2017,Male,22,15-24,Services,Formal,51.0
CIV,2017,Male,23,15-24,Services,Informal,1182.0
CIV,2017,Male,23,15-24,Services,Formal,48.0
CIV,2017,Male,24,15-24,Services,Informal,1131.0
CIV,2017,Male,24,15-24,Services,Formal,46.0
CIV,2018,Male,15,15-24,Services,Informal,1361.0
CIV,2018,Male,15,15-24,Services,Formal,52.0
CIV,2018,Male,16,15-24,Services,Informal,1335.0
CIV,2018,Male,16,15-24,Services,Formal,51.0
CIV,2018,Male,17,15-24,Services,Informal,1302.0
CIV,2018,Male,17,15-24,Services,Formal,49.0
CIV,2018,Male,18,15-24,Services,Informal,1255.0
CIV,2018,Male,18,15-24,Services,Formal,48.0
CIV,2018,Male,19,15-24,Services,Informal,1201.0
CIV,2018,Male,19,15-24,Services,Formal,46.0
CIV,2018,Male,20,15-24,Services,Informal,1149.0
CIV,2018,Male,20,15-24,Services,Formal,44.0
CIV,2018,Male,21,15-24,Services,Informal,1096.0
CIV,2018,Male,21,15-24,Services,Formal,42.0
CIV,2018,Male,22,15-24,Services,Informal,1045.0
CIV,2018,Male,22,15-24,Services,Formal,40.0
CIV,2018,Male,23,15-24,Services,Informal,999.0
CIV,2018,Male,23,15-24,Services,Formal,38.0
CIV,2018,Male,24,15-24,Services,Informal,957.0
CIV,2018,Male,24,15-24,Services,Formal,36.0
CIV,2019,Male,15,15-24,Services,Informal,1092.0
CIV,2019,Male,15,15-24,Services,Formal,38.0
CIV,2019,Male,16,15-24,Services,Informal,1069.0
CIV,2019,Male,16,15-24,Services,Formal,37.0
CIV,2019,Male,17,15-24,Services,Informal,1041.0
CIV,2019,Male,17,15-24,Services,Formal,37.0
CIV,2019,Male,18,15-24,Services,Informal,1006.0
CIV,2019,Male,18,15-24,Services,Formal,35.0
CIV,2019,Male,19,15-24,Services,Informal,966.0
CIV,2019,Male,19,15-24,Services,Formal,34.0
CIV,2019,Male,20,15-24,Services,Informal,927.0
CIV,2019,Male,20,15-24,Services,Formal,32.0
CIV,2019,Male,21,15-24,Services,Informal,888.0
CIV,2019,Male,21,15-24,Services,Formal,31.0
CIV,2019,Male,22,15-24,Services,Informal,849.0
CIV,2019,Male,22,15-24,Services,Formal,30.0
CIV,2019,Male,23,15-24,Services,Informal,813.0
CIV,2019,Male,23,15-24,Services,Formal,29.0
CIV,2019,Male,24,15-24,Services,Informal,780.0
CIV,2019,Male,24,15-24,Services,Formal,27.0
CIV,2020,Male,15,15-24,Services,Informal,1029.0
CIV,2020,Male,15,15-24,Services,Formal,45.0
CIV,2020,Male,16,15-24,Services,Informal,1004.0
CIV,2020,Male,16,15-24,Services,Formal,44.0
CIV,2020,Male,17,15-24,Services,Informal,977.0
CIV,2020,Male,17,15-24,Services,Formal,42.0
CIV,2020,Male,18,15-24,Services,Informal,945.0
CIV,2020,Male,18,15-24,Services,Formal,41.0
CIV,2020,Male,19,15-24,Services,Informal,909.0
CIV,2020,Male,19,15-24,Services,Formal,40.0
CIV,2020,Male,20,15-24,Services,Informal,875.0
CIV,2020,Male,20,15-24,Services,Formal,38.0
CIV,2020,Male,21,15-24,Services,Informal,840.0
CIV,2020,Male,21,15-24,Services,Formal,37.0
CIV,2020,Male,22,15-24,Services,Informal,806.0
CIV,2020,Male,22,15-24,Services,Formal,35.0
CIV,2020,Male,23,15-24,Services,Informal,774.0
CIV,2020,Male,23,15-24,Services,Formal,34.0
