ccode,year,gender,age,age_group,broad_sector,formality,population
CIV,2025,Female,53,45-54,Services,Informal,1984.0
CIV,2025,Female,53,45-54,Services,Formal,182.0
CIV,2025,Female,54,45-54,Services,Informal,1865.0
CIV,2025,Female,54,45-54,Services,Formal,171.0
CIV,2015,Female,25,25-34,Services,Informal,498.0
CIV,2015,Female,25,25-34,Services,Formal,25.0
CIV,2015,Female,26,25-34,Services,Informal,480.0
CIV,2015,Female,26,25-34,Services,Formal,24.0
CIV,2015,Female,27,25-34,Services,Informal,461.0
CIV,2015,Female,27,25-34,Services,Formal,23.0
CIV,2015,Female,28,25-34,Services,Informal,443.0
CIV,2015,Female,28,25-34,Services,Formal,22.0
CIV,2015,Female,29,25-34,Services,Informal,425.0
CIV,2015,Female,29,25-34,Services,Formal,21.0
CIV,2015,Female,30,25-34,Services,Informal,408.0
CIV,2015,Female,30,25-34,Services,Formal,20.0
CIV,2015,Female,31,25-34,Services,Informal,390.0
CIV,2015,Female,31,25-34,Services,Formal,20.0
CIV,2015,Female,32,25-34,Services,Informal,378.0
CIV,2015,Female,32,25-34,Services,Formal,19.0
CIV,2015,Female,33,25-34,Services,Informal,372.0
CIV,2015,Female,33,25-34,Services,Formal,19.0
CIV,2015,Female,34,25-34,Services,Informal,371.0
CIV,2015,Female,34,25-34,Services,Formal,19.0
CIV,2015,Female,35,35-44,Services,Informal,358.0
CIV,2015,Female,35,35-44,Services,Formal,30.0
CIV,2015,Female,36,35-44,Services,Informal,357.0
CIV,2015,Female,36,35-44,Services,Formal,30.0
CIV,2015,Female,37,35-44,Services,Informal,353.0
CIV,2015,Female,37,35-44,Services,Formal,29.0
CIV,2015,Female,38,35-44,Services,Informal,342.0
CIV,2015,Female,38,35-44,Services,Formal,29.0
CIV,2015,Female,39,35-44,Services,Informal,327.0
CIV,2015,Female,39,35-44,Services,Formal,27.0
CIV,2015,Female,40,35-44,Services,Informal,313.0
CIV,2015,Female,40,35-44,Services,Formal,26.0
CIV,2015,Female,41,35-44,Services,Informal,298.0
CIV,2015,Female,41,35-44,Services,Formal,25.0
CIV,2015,Female,42,35-44,Services,Informal,283.0
CIV,2015,Female,42,35-44,Services,Formal,24.0
CIV,2015,Female,43,35-44,Services,Informal,269.0
CIV,2015,Female,43,35-44,Services,Formal,22.0
CIV,2015,Female,44,35-44,Services,Informal,254.0
CIV,2015,Female,44,35-44,Services,Formal,21.0
CIV,2015,Female,45,45-54,Services,Informal,237.0
CIV,2015,Female,45,45-54,Services,Formal,22.0
CIV,2015,Female,46,45-54,Services,Informal,221.0
CIV,2015,Female,46,45-54,Services,Formal,21.0
CIV,2015,Female,47,45-54,Services,Informal,207.0
CIV,2015,Female,47,45-54,Services,Formal,20.0
CIV,2015,Female,48,45-54,Services,Informal,196.0
CIV,2015,Female,48,45-54,Services,Formal,18.0
CIV,2015,Female,49,45-54,Services,Informal,186.0
CIV,2015,Female,49,45-54,Services,Formal,17.0
CIV,2015,Female,50,45-54,Services,Informal,176.0
CIV,2015,Female,50,45-54,Services,Formal,17.0
CIV,2015,Female,51,45-54,Services,Informal,167.0
CIV,2015,Female,51,45-54,Services,Formal,16.0
CIV,2015,Female,52,45-54,Services,Informal,158.0
CIV,2015,Female,52,45-54,Services,Formal,15.0
CIV,2015,Female,53,45-54,Services,Informal,149.0
CIV,2015,Female,53,45-54,Services,Formal,14.0
CIV,2015,Female,54,45-54,Services,Informal,140.0
CIV,2015,Female,54,45-54,Services,Formal,13.0
CIV,2016,Female,25,25-34,Services,Informal,423.0
CIV,2016,Female,25,25-34,Services,Formal,26.0
CIV,2016,Female,26,25-34,Services,Informal,407.0
CIV,2016,Female,26,25-34,Services,Formal,25.0
CIV,2016,Female,27,25-34,Services,Informal,391.0
CIV,2016,Female,27,25-34,Services,Formal,24.0
CIV,2016,Female,28,25-34,Services,Informal,375.0
CIV,2016,Female,28,25-34,Services,Formal,23.0
CIV,2016,Female,29,25-34,Services,Informal,359.0
CIV,2016,Female,29,25-34,Services,Formal,22.0
CIV,2016,Female,30,25-34,Services,Informal,344.0
CIV,2016,Female,30,25-34,Services,Formal,21.0
CIV,2016,Female,31,25-34,Services,Informal,330.0
CIV,2016,Female,31,25-34,Services,Formal,20.0
CIV,2016,Female,32,25-34,Services,Informal,318.0
CIV,2016,Female,32,25-34,Services,Formal,20.0
CIV,2016,Female,33,25-34,Services,Informal,314.0
CIV,2016,Female,33,25-34,Services,Formal,19.0
CIV,2016,Female,34,25-34,Services,Informal,313.0
CIV,2016,Female,34,25-34,Services,Formal,19.0
CIV,2016,Female,35,35-44,Services,Informal,302.0
CIV,2016,Female,35,35-44,Services,Formal,29.0
CIV,2016,Female,36,35-44,Services,Informal,301.0
CIV,2016,Female,36,35-44,Services,Formal,29.0
CIV,2016,Female,37,35-44,Services,Informal,297.0
CIV,2016,Female,37,35-44,Services,Formal,29.0
CIV,2016,Female,38,35-44,Services,Informal,288.0
CIV,2016,Female,38,35-44,Services,Formal,28.0
CIV,2016,Female,39,35-44,Services,Informal,276.0
CIV,2016,Female,39,35-44,Services,Formal,27.0
CIV,2016,Female,40,35-44,Services,Informal,265.0
CIV,2016,Female,40,35-44,Services,Formal,25.0
CIV,2016,Female,41,35-44,Services,Informal,254.0
CIV,2016,Female,41,35-44,Services,Formal,24.0
CIV,2016,Female,42,35-44,Services,Informal,242.0
CIV,2016,Female,42,35-44,Services,Formal,23.0
CIV,2016,Female,43,35-44,Services,Informal,229.0
CIV,2016,Female,43,35-44,Services,Formal,22.0
CIV,2016,Female,44,35-44,Services,Informal,215.0
CIV,2016,Female,44,35-44,Services,Formal,21.0
CIV,2016,Female,45,45-54,Services,Informal,199.0
CIV,2016,Female,45,45-54,Services,Formal,23.0
CIV,2016,Female,46,45-54,Services,Informal,186.0
CIV,2016,Female,46,45-54,Services,Formal,21.0
CIV,2016,Female,47,45-54,Services,Informal,174.0
CIV,2016,Female,47,45-54,Services,Formal,20.0
CIV,2016,Female,48,45-54,Services,Informal,164.0
CIV,2016,Female,48,45-54,Services,Formal,19.0
CIV,2016,Female,49,45-54,Services,Informal,155.0
CIV,2016,Female,49,45-54,Services,Formal,18.0
CIV,2016,Female,50,45-54,Services,Informal,147.0
CIV,2016,Female,50,45-54,Services,Formal,17.0
CIV,2016,Female,51,45-54,Services,Informal,139.0
CIV,2016,Female,51,45-54,Services,Formal,16.0
CIV,2016,Female,52,45-54,Services,Informal,132.0
CIV,2016,Female,52,45-54,Services,Formal,15.0
CIV,2016,Female,53,45-54,Services,Informal,125.0
CIV,2016,Female,53,45-54,Services,Formal,14.0
CIV,2016,Female,54,45-54,Services,Informal,118.0
CIV,2016,Female,54,45-54,Services,Formal,13.0
CIV,2017,Female,25,25-34,Services,Informal,378.0
CIV,2017,Female,25,25-34,Services,Formal,45.0
CIV,2017,Female,26,25-34,Services,Informal,364.0
CIV,2017,Female,26,25-34,Services,Formal,43.0
CIV,2017,Female,27,25-34,Services,Informal,349.0
CIV,2017,Female,27,25-34,Services,Formal,42.0
CIV,2017,Female,28,25-34,Services,Informal,334.0
CIV,2017,Female,28,25-34,Services,Formal,40.0
CIV,2017,Female,29,25-34,Services,Informal,320.0
CIV,2017,Female,29,25-34,Services,Formal,38.0
CIV,2017,Female,30,25-34,Services,Informal,306.0
CIV,2017,Female,30,25-34,Services,Formal,37.0
CIV,2017,Female,31,25-34,Services,Informal,292.0
CIV,2017,Female,31,25-34,Services,Formal,35.0
CIV,2017,Female,32,25-34,Services,Informal,282.0
CIV,2017,Female,32,25-34,Services,Formal,34.0
CIV,2017,Female,33,25-34,Services,Informal,278.0
CIV,2017,Female,33,25-34,Services,Formal,33.0
CIV,2017,Female,34,25-34,Services,Informal,277.0
CIV,2017,Female,34,25-34,Services,Formal,33.0
CIV,2017,Female,35,35-44,Services,Informal,268.0
CIV,2017,Female,35,35-44,Services,Formal,41.0
CIV,2017,Female,36,35-44,Services,Informal,267.0
CIV,2017,Female,36,35-44,Services,Formal,41.0
CIV,2017,Female,37,35-44,Services,Informal,264.0
CIV,2017,Female,37,35-44,Services,Formal,40.0
CIV,2017,Female,38,35-44,Services,Informal,257.0
CIV,2017,Female,38,35-44,Services,Formal,39.0
CIV,2017,Female,39,35-44,Services,Informal,246.0
CIV,2017,Female,39,35-44,Services,Formal,38.0
CIV,2017,Female,40,35-44,Services,Informal,237.0
CIV,2017,Female,40,35-44,Services,Formal,36.0
CIV,2017,Female,41,35-44,Services,Informal,228.0
CIV,2017,Female,41,35-44,Services,Formal,35.0
CIV,2017,Female,42,35-44,Services,Informal,218.0
CIV,2017,Female,42,35-44,Services,Formal,33.0
CIV,2017,Female,43,35-44,Services,Informal,206.0
CIV,2017,Female,43,35-44,Services,Formal,31.0
CIV,2017,Female,44,35-44,Services,Informal,193.0
CIV,2017,Female,44,35-44,Services,Formal,30.0
CIV,2017,Female,45,45-54,Services,Informal,182.0
CIV,2017,Female,45,45-54,Services,Formal,27.0
CIV,2017,Female,46,45-54,Services,Informal,170.0
CIV,2017,Female,46,45-54,Services,Formal,25.0
CIV,2017,Female,47,45-54,Services,Informal,158.0
CIV,2017,Female,47,45-54,Services,Formal,24.0
CIV,2017,Female,48,45-54,Services,Informal,149.0
CIV,2017,Female,48,45-54,Services,Formal,22.0
CIV,2017,Female,49,45-54,Services,Informal,142.0
CIV,2017,Female,49,45-54,Services,Formal,21.0
CIV,2017,Female,50,45-54,Services,Informal,134.0
CIV,2017,Female,50,45-54,Services,Formal,20.0
CIV,2017,Female,51,45-54,Services,Informal,126.0
CIV,2017,Female,51,45-54,Services,Formal,19.0
CIV,2017,Female,52,45-54,Services,Informal,119.0
CIV,2017,Female,52,45-54,Services,Formal,18.0
CIV,2017,Female,53,45-54,Services,Informal,112.0
CIV,2017,Female,53,45-54,Services,Formal,17.0
CIV,2017,Female,54,45-54,Services,Informal,106.0
CIV,2017,Female,54,45-54,Services,Formal,16.0
CIV,2018,Female,25,25-34,Services,Informal,309.0
CIV,2018,Female,25,25-34,Services,Formal,30.0
CIV,2018,Female,26,25-34,Services,Informal,297.0
CIV,2018,Female,26,25-34,Services,Formal,29.0
CIV,2018,Female,27,25-34,Services,Informal,285.0
CIV,2018,Female,27,25-34,Services,Formal,28.0
CIV,2018,Female,28,25-34,Services,Informal,273.0
CIV,2018,Female,28,25-34,Services,Formal,27.0
CIV,2018,Female,29,25-34,Services,Informal,261.0
CIV,2018,Female,29,25-34,Services,Formal,26.0
CIV,2018,Female,30,25-34,Services,Informal,250.0
CIV,2018,Female,30,25-34,Services,Formal,24.0
CIV,2018,Female,31,25-34,Services,Informal,238.0
CIV,2018,Female,31,25-34,Services,Formal,23.0
CIV,2018,Female,32,25-34,Services,Informal,230.0
CIV,2018,Female,32,25-34,Services,Formal,22.0
CIV,2018,Female,33,25-34,Services,Informal,226.0
CIV,2018,Female,33,25-34,Services,Formal,22.0
CIV,2018,Female,34,25-34,Services,Informal,225.0
CIV,2018,Female,34,25-34,Services,Formal,22.0
CIV,2018,Female,35,35-44,Services,Informal,218.0
CIV,2018,Female,35,35-44,Services,Formal,27.0
CIV,2018,Female,36,35-44,Services,Informal,217.0
CIV,2018,Female,36,35-44,Services,Formal,27.0
CIV,2018,Female,37,35-44,Services,Informal,215.0
CIV,2018,Female,37,35-44,Services,Formal,27.0
CIV,2018,Female,38,35-44,Services,Informal,209.0
CIV,2018,Female,38,35-44,Services,Formal,26.0
CIV,2018,Female,39,35-44,Services,Informal,202.0
CIV,2018,Female,39,35-44,Services,Formal,25.0
CIV,2018,Female,40,35-44,Services,Informal,195.0
CIV,2018,Female,40,35-44,Services,Formal,24.0
CIV,2018,Female,41,35-44,Services,Informal,188.0
CIV,2018,Female,41,35-44,Services,Formal,23.0
CIV,2018,Female,42,35-44,Services,Informal,180.0
CIV,2018,Female,42,35-44,Services,Formal,22.0
CIV,2018,Female,43,35-44,Services,Informal,170.0
CIV,2018,Female,43,35-44,Services,Formal,21.0
CIV,2018,Female,44,35-44,Services,Informal,160.0
CIV,2018,Female,44,35-44,Services,Formal,20.0
CIV,2018,Female,45,45-54,Services,Informal,150.0
CIV,2018,Female,45,45-54,Services,Formal,18.0
CIV,2018,Female,46,45-54,Services,Informal,140.0
CIV,2018,Female,46,45-54,Services,Formal,16.0
CIV,2018,Female,47,45-54,Services,Informal,131.0
CIV,2018,Female,47,45-54,Services,Formal,15.0
CIV,2018,Female,48,45-54,Services,Informal,123.0
CIV,2018,Female,48,45-54,Services,Formal,14.0
CIV,2018,Female,49,45-54,Services,Informal,116.0
CIV,2018,Female,49,45-54,Services,Formal,14.0
CIV,2018,Female,50,45-54,Services,Informal,110.0
CIV,2018,Female,50,45-54,Services,Formal,13.0
CIV,2018,Female,51,45-54,Services,Informal,104.0
CIV,2018,Female,51,45-54,Services,Formal,12.0
CIV,2018,Female,52,45-54,Services,Informal,98.0
CIV,2018,Female,52,45-54,Services,Formal,11.0
CIV,2018,Female,53,45-54,Services,Informal,92.0
CIV,2018,Female,53,45-54,Services,Formal,11.0
CIV,2018,Female,54,45-54,Services,Informal,87.0
CIV,2018,Female,54,45-54,Services,Formal,10.0
CIV,2019,Female,25,25-34,Services,Informal,233.0
CIV,2019,Female,25,25-34,Services,Formal,18.0
CIV,2019,Female,26,25-34,Services,Informal,225.0
CIV,2019,Female,26,25-34,Services,Formal,17.0
CIV,2019,Female,27,25-34,Services,Informal,215.0
CIV,2019,Female,27,25-34,Services,Formal,17.0
CIV,2019,Female,28,25-34,Services,Informal,206.0
CIV,2019,Female,28,25-34,Services,Formal,16.0
CIV,2019,Female,29,25-34,Services,Informal,197.0
CIV,2019,Female,29,25-34,Services,Formal,15.0
CIV,2019,Female,30,25-34,Services,Informal,189.0
CIV,2019,Female,30,25-34,Services,Formal,14.0
CIV,2019,Female,31,25-34,Services,Informal,179.0
CIV,2019,Female,31,25-34,Services,Formal,14.0
CIV,2019,Female,32,25-34,Services,Informal,173.0
CIV,2019,Female,32,25-34,Services,Formal,13.0
CIV,2019,Female,33,25-34,Services,Informal,170.0
CIV,2019,Female,33,25-34,Services,Formal,13.0
CIV,2019,Female,34,25-34,Services,Informal,169.0
CIV,2019,Female,34,25-34,Services,Formal,13.0
CIV,2019,Female,35,35-44,Services,Informal,165.0
CIV,2019,Female,35,35-44,Services,Formal,16.0
CIV,2019,Female,36,35-44,Services,Informal,164.0
CIV,2019,Female,36,35-44,Services,Formal,16.0
CIV,2019,Female,37,35-44,Services,Informal,162.0
CIV,2019,Female,37,35-44,Services,Formal,16.0
CIV,2019,Female,38,35-44,Services,Informal,158.0
CIV,2019,Female,38,35-44,Services,Formal,15.0
CIV,2019,Female,39,35-44,Services,Informal,152.0
CIV,2019,Female,39,35-44,Services,Formal,15.0
CIV,2019,Female,40,35-44,Services,Informal,148.0
CIV,2019,Female,40,35-44,Services,Formal,14.0
CIV,2019,Female,41,35-44,Services,Informal,143.0
CIV,2019,Female,41,35-44,Services,Formal,14.0
CIV,2019,Female,42,35-44,Services,Informal,137.0
CIV,2019,Female,42,35-44,Services,Formal,13.0
CIV,2019,Female,43,35-44,Services,Informal,129.0
CIV,2019,Female,43,35-44,Services,Formal,13.0
CIV,2019,Female,44,35-44,Services,Informal,122.0
CIV,2019,Female,44,35-44,Services,Formal,12.0
CIV,2019,Female,45,45-54,Services,Informal,115.0
CIV,2019,Female,45,45-54,Services,Formal,10.0
CIV,2019,Female,46,45-54,Services,Informal,107.0
CIV,2019,Female,46,45-54,Services,Formal,9.0
CIV,2019,Female,47,45-54,Services,Informal,100.0
CIV,2019,Female,47,45-54,Services,Formal,8.0
CIV,2019,Female,48,45-54,Services,Informal,94.0
CIV,2019,Female,48,45-54,Services,Formal,8.0
CIV,2019,Female,49,45-54,Services,Informal,88.0
CIV,2019,Female,49,45-54,Services,Formal,8.0
CIV,2019,Female,50,45-54,Services,Informal,84.0
CIV,2019,Female,50,45-54,Services,Formal,7.0
CIV,2019,Female,51,45-54,Services,Informal,78.0
CIV,2019,Female,51,45-54,Services,Formal,7.0
CIV,2019,Female,52,45-54,Services,Informal,74.0
CIV,2019,Female,52,45-54,Services,Formal,6.0
CIV,2019,Female,53,45-54,Services,Informal,69.0
CIV,2019,Female,53,45-54,Services,Formal,6.0
CIV,2019,Female,54,45-54,Services,Informal,65.0
CIV,2019,Female,54,45-54,Services,Formal,6.0
CIV,2020,Female,25,25-34,Services,Informal,324.0
CIV,2020,Female,25,25-34,Services,Formal,27.0
CIV,2020,Female,26,25-34,Services,Informal,313.0
CIV,2020,Female,26,25-34,Services,Formal,26.0
CIV,2020,Female,27,25-34,Services,Informal,301.0
CIV,2020,Female,27,25-34,Services,Formal,25.0
CIV,2020,Female,28,25-34,Services,Informal,288.0
CIV,2020,Female,28,25-34,Services,Formal,24.0
CIV,2020,Female,29,25-34,Services,Informal,275.0
CIV,2020,Female,29,25-34,Services,Formal,23.0
CIV,2020,Female,30,25-34,Services,Informal,262.0
CIV,2020,Female,30,25-34,Services,Formal,22.0
CIV,2020,Female,31,25-34,Services,Informal,250.0
CIV,2020,Female,31,25-34,Services,Formal,21.0
CIV,2020,Female,32,25-34,Services,Informal,241.0
CIV,2020,Female,32,25-34,Services,Formal,20.0
CIV,2020,Female,33,25-34,Services,Informal,235.0
CIV,2020,Female,33,25-34,Services,Formal,20.0
CIV,2020,Female,34,25-34,Services,Informal,235.0
CIV,2020,Female,34,25-34,Services,Formal,19.0
CIV,2020,Female,35,35-44,Services,Informal,226.0
CIV,2020,Female,35,35-44,Services,Formal,26.0
CIV,2020,Female,36,35-44,Services,Informal,224.0
CIV,2020,Female,36,35-44,Services,Formal,26.0
CIV,2020,Female,37,35-44,Services,Informal,222.0
CIV,2020,Female,37,35-44,Services,Formal,25.0
CIV,2020,Female,38,35-44,Services,Informal,216.0
CIV,2020,Female,38,35-44,Services,Formal,25.0
CIV,2020,Female,39,35-44,Services,Informal,209.0
CIV,2020,Female,39,35-44,Services,Formal,24.0
CIV,2020,Female,40,35-44,Services,Informal,203.0
CIV,2020,Female,40,35-44,Services,Formal,23.0
CIV,2020,Female,41,35-44,Services,Informal,197.0
CIV,2020,Female,41,35-44,Services,Formal,22.0
CIV,2020,Female,42,35-44,Services,Informal,189.0
CIV,2020,Female,42,35-44,Services,Formal,22.0
CIV,2020,Female,43,35-44,Services,Informal,180.0
CIV,2020,Female,43,35-44,Services,Formal,20.0
CIV,2020,Female,44,35-44,Services,Informal,169.0
CIV,2020,Female,44,35-44,Services,Formal,19.0
CIV,2020,Female,45,45-54,Services,Informal,160.0
CIV,2020,Female,45,45-54,Services,Formal,16.0
CIV,2020,Female,46,45-54,Services,Informal,149.0
CIV,2020,Female,46,45-54,Services,Formal,15.0
CIV,2020,Female,47,45-54,Services,Informal,138.0
CIV,2020,Female,47,45-54,Services,Formal,14.0
CIV,2020,Female,48,45-54,Services,Informal,130.0
CIV,2020,Female,48,45-54,Services,Formal,13.0
CIV,2020,Female,49,45-54,Services,Informal,123.0
CIV,2020,Female,49,45-54,Services,Formal,12.0
CIV,2020,Female,50,45-54,Services,Informal,115.0
CIV,2020,Female,50,45-54,Services,Formal,12.0
CIV,2020,Female,51,45-54,Services,Informal,108.0
CIV,2020,Female,51,45-54,Services,Formal,11.0
CIV,2020,Female,52,45-54,Services,Informal,102.0
CIV,2020,Female,52,45-54,Services,Formal,10.0
CIV,2020,Female,53,45-54,Services,Informal,95.0
CIV,2020,Female,53,45-54,Services,Formal,10.0
CIV,2020,Female,54,45-54,Services,Informal,90.0
CIV,2020,Female,54,45-54,Services,Formal,9.0
CIV,2021,Female,25,25-34,Services,Informal,318.0
CIV,2021,Female,25,25-34,Services,Formal,28.0
CIV,2021,Female,26,25-34,Services,Informal,307.0
CIV,2021,Female,26,25-34,Services,Formal,27.0
CIV,2021,Female,27,25-34,Services,Informal,295.0
CIV,2021,Female,27,25-34,Services,Formal,26.0
CIV,2021,Female,28,25-34,Services,Informal,283.0
CIV,2021,Female,28,25-34,Services,Formal,25.0
CIV,2021,Female,29,25-34,Services,Informal,271.0
CIV,2021,Female,29,25-34,Services,Formal,24.0
CIV,2021,Female,30,25-34,Services,Informal,260.0
CIV,2021,Female,30,25-34,Services,Formal,23.0
CIV,2021,Female,31,25-34,Services,Informal,248.0
CIV,2021,Female,31,25-34,Services,Formal,22.0
CIV,2021,Female,32,25-34,Services,Informal,239.0
CIV,2021,Female,32,25-34,Services,Formal,21.0
CIV,2021,Female,33,25-34,Services,Informal,232.0
CIV,2021,Female,33,25-34,Services,Formal,21.0
CIV,2021,Female,34,25-34,Services,Informal,227.0
CIV,2021,Female,34,25-34,Services,Formal,20.0
CIV,2021,Female,35,35-44,Services,Informal,213.0
CIV,2021,Female,35,35-44,Services,Formal,28.0
CIV,2021,Female,36,35-44,Services,Informal,208.0
CIV,2021,Female,36,35-44,Services,Formal,27.0
CIV,2021,Female,37,35-44,Services,Informal,203.0
CIV,2021,Female,37,35-44,Services,Formal,27.0
CIV,2021,Female,38,35-44,Services,Informal,200.0
CIV,2021,Female,38,35-44,Services,Formal,26.0
CIV,2021,Female,39,35-44,Services,Informal,197.0
CIV,2021,Female,39,35-44,Services,Formal,26.0
CIV,2021,Female,40,35-44,Services,Informal,195.0
CIV,2021,Female,40,35-44,Services,Formal,25.0
CIV,2021,Female,41,35-44,Services,Informal,192.0
CIV,2021,Female,41,35-44,Services,Formal,25.0
CIV,2021,Female,42,35-44,Services,Informal,187.0
CIV,2021,Female,42,35-44,Services,Formal,24.0
CIV,2021,Female,43,35-44,Services,Informal,179.0
CIV,2021,Female,43,35-44,Services,Formal,23.0
CIV,2021,Female,44,35-44,Services,Informal,168.0
CIV,2021,Female,44,35-44,Services,Formal,22.0
CIV,2021,Female,45,45-54,Services,Informal,161.0
CIV,2021,Female,45,45-54,Services,Formal,18.0
CIV,2021,Female,46,45-54,Services,Informal,150.0
CIV,2021,Female,46,45-54,Services,Formal,17.0
CIV,2021,Female,47,45-54,Services,Informal,140.0
CIV,2021,Female,47,45-54,Services,Formal,16.0
CIV,2021,Female,48,45-54,Services,Informal,131.0
CIV,2021,Female,48,45-54,Services,Formal,15.0
CIV,2021,Female,49,45-54,Services,Informal,123.0
CIV,2021,Female,49,45-54,Services,Formal,14.0
CIV,2021,Female,50,45-54,Services,Informal,114.0
CIV,2021,Female,50,45-54,Services,Formal,13.0
CIV,2021,Female,51,45-54,Services,Informal,106.0
CIV,2021,Female,51,45-54,Services,Formal,12.0
CIV,2021,Female,52,45-54,Services,Informal,99.0
CIV,2021,Female,52,45-54,Services,Formal,11.0
CIV,2021,Female,53,45-54,Services,Informal,92.0
CIV,2021,Female,53,45-54,Services,Formal,11.0
CIV,2021,Female,54,45-54,Services,Informal,87.0
CIV,2021,Female,54,45-54,Services,Formal,10.0
CIV,2022,Female,25,25-34,Services,Informal,276.0
CIV,2022,Female,25,25-34,Services,Formal,26.0
CIV,2022,Female,26,25-34,Services,Informal,265.0
CIV,2022,Female,26,25-34,Services,Formal,25.0
CIV,2022,Female,27,25-34,Services,Informal,255.0
CIV,2022,Female,27,25-34,Services,Formal,24.0
CIV,2022,Female,28,25-34,Services,Informal,245.0
CIV,2022,Female,28,25-34,Services,Formal,23.0
CIV,2022,Female,29,25-34,Services,Informal,235.0
CIV,2022,Female,29,25-34,Services,Formal,23.0
CIV,2022,Female,30,25-34,Services,Informal,226.0
CIV,2022,Female,30,25-34,Services,Formal,22.0
CIV,2022,Female,31,25-34,Services,Informal,217.0
CIV,2022,Female,31,25-34,Services,Formal,21.0
CIV,2022,Female,32,25-34,Services,Informal,209.0
CIV,2022,Female,32,25-34,Services,Formal,20.0
CIV,2022,Female,33,25-34,Services,Informal,202.0
CIV,2022,Female,33,25-34,Services,Formal,19.0
CIV,2022,Female,34,25-34,Services,Informal,194.0
CIV,2022,Female,34,25-34,Services,Formal,19.0
CIV,2022,Female,35,35-44,Services,Informal,180.0
CIV,2022,Female,35,35-44,Services,Formal,26.0
CIV,2022,Female,36,35-44,Services,Informal,173.0
CIV,2022,Female,36,35-44,Services,Formal,25.0
CIV,2022,Female,37,35-44,Services,Informal,168.0
CIV,2022,Female,37,35-44,Services,Formal,25.0
CIV,2022,Female,38,35-44,Services,Informal,166.0
CIV,2022,Female,38,35-44,Services,Formal,24.0
CIV,2022,Female,39,35-44,Services,Informal,165.0
CIV,2022,Female,39,35-44,Services,Formal,24.0
CIV,2022,Female,40,35-44,Services,Informal,164.0
CIV,2022,Female,40,35-44,Services,Formal,24.0
CIV,2022,Female,41,35-44,Services,Informal,163.0
CIV,2022,Female,41,35-44,Services,Formal,24.0
CIV,2022,Female,42,35-44,Services,Informal,160.0
CIV,2022,Female,42,35-44,Services,Formal,24.0
CIV,2022,Female,43,35-44,Services,Informal,154.0
CIV,2022,Female,43,35-44,Services,Formal,23.0
CIV,2022,Female,44,35-44,Services,Informal,146.0
CIV,2022,Female,44,35-44,Services,Formal,21.0
CIV,2022,Female,45,45-54,Services,Informal,140.0
CIV,2022,Female,45,45-54,Services,Formal,18.0
CIV,2022,Female,46,45-54,Services,Informal,132.0
CIV,2022,Female,46,45-54,Services,Formal,17.0
CIV,2022,Female,47,45-54,Services,Informal,124.0
CIV,2022,Female,47,45-54,Services,Formal,16.0
CIV,2022,Female,48,45-54,Services,Informal,116.0
CIV,2022,Female,48,45-54,Services,Formal,15.0
CIV,2022,Female,49,45-54,Services,Informal,108.0
CIV,2022,Female,49,45-54,Services,Formal,14.0
CIV,2022,Female,50,45-54,Services,Informal,100.0
CIV,2022,Female,50,45-54,Services,Formal,13.0
CIV,2022,Female,51,45-54,Services,Informal,92.0
CIV,2022,Female,51,45-54,Services,Formal,12.0
CIV,2022,Female,52,45-54,Services,Informal,86.0
CIV,2022,Female,52,45-54,Services,Formal,11.0
CIV,2022,Female,53,45-54,Services,Informal,80.0
CIV,2022,Female,53,45-54,Services,Formal,10.0
CIV,2022,Female,54,45-54,Services,Informal,76.0
CIV,2022,Female,54,45-54,Services,Formal,10.0
CIV,2023,Female,25,25-34,Services,Informal,269.0
CIV,2023,Female,25,25-34,Services,Formal,62.0
CIV,2023,Female,26,25-34,Services,Informal,258.0
CIV,2023,Female,26,25-34,Services,Formal,60.0
CIV,2023,Female,27,25-34,Services,Informal,248.0
CIV,2023,Female,27,25-34,Services,Formal,58.0
CIV,2023,Female,28,25-34,Services,Informal,239.0
CIV,2023,Female,28,25-34,Services,Formal,56.0
CIV,2023,Female,29,25-34,Services,Informal,230.0
CIV,2023,Female,29,25-34,Services,Formal,54.0
CIV,2023,Female,30,25-34,Services,Informal,222.0
CIV,2023,Female,30,25-34,Services,Formal,51.0
CIV,2023,Female,31,25-34,Services,Informal,213.0
CIV,2023,Female,31,25-34,Services,Formal,50.0
CIV,2023,Female,32,25-34,Services,Informal,205.0
CIV,2023,Female,32,25-34,Services,Formal,48.0
CIV,2023,Female,33,25-34,Services,Informal,197.0
CIV,2023,Female,33,25-34,Services,Formal,46.0
CIV,2023,Female,34,25-34,Services,Informal,189.0
CIV,2023,Female,34,25-34,Services,Formal,44.0
CIV,2023,Female,35,35-44,Services,Informal,161.0
CIV,2023,Female,35,35-44,Services,Formal,62.0
CIV,2023,Female,36,35-44,Services,Informal,154.0
CIV,2023,Female,36,35-44,Services,Formal,59.0
CIV,2023,Female,37,35-44,Services,Informal,149.0
CIV,2023,Female,37,35-44,Services,Formal,57.0
CIV,2023,Female,38,35-44,Services,Informal,147.0
CIV,2023,Female,38,35-44,Services,Formal,56.0
CIV,2023,Female,39,35-44,Services,Informal,147.0
CIV,2023,Female,39,35-44,Services,Formal,56.0
CIV,2023,Female,40,35-44,Services,Informal,146.0
CIV,2023,Female,40,35-44,Services,Formal,56.0
CIV,2023,Female,41,35-44,Services,Informal,146.0
